id,title,release_year,release_month,release_day_of_week,original_language,popularity,vote_average,vote_count,budget,revenue,budget_adj,revenue_adj,runtime,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_Thriller,genre_War,genre_Western,season,season_Dump_Months,season_Holiday_Season,season_Spring_Fall,season_Summer_Blockbuster,is_franchise,director_score,actor_score
1690,Hostel,2006,1,Friday,en,3.57,5.955,3866,4800000,81979826,7665309.523809524,130916821.04125991,94,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Dump_Months,1,0,0,0,1,0.0,0.0
834,Underworld: Evolution,2006,1,Thursday,en,4.5538,6.603,4290,50000000,111476513,79846974.20634921,178021245.16249505,106,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Dump_Months,1,0,0,0,1,167.46015093451632,167.46015093451632
17379,Last Holiday,2006,1,Friday,en,4.8772,7.239,843,45000000,38399961,71862276.78571428,61322413.90983632,112,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dump_Months,1,0,0,0,0,0.0,121.44017697633139
11565,Big Momma's House 2,2006,1,Thursday,en,4.5839,5.775,1676,40000000,141522961,63877579.365079366,226003604.3314633,99,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Dump_Months,1,0,0,0,1,0.0,288.08331725533225
10053,When a Stranger Calls,2006,2,Friday,en,3.3196,5.731,1130,15000000,67062123,23954092.26190476,107094152.10808036,87,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Dump_Months,1,0,0,0,0,499.3722043456804,0.0
14256,Winter Passing,2006,2,Tuesday,en,3.2333,6.0,128,3500000,113783,5589288.194444445,181704.56532242065,98,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dump_Months,1,0,0,0,0,0.0,0.0
9286,Final Destination 3,2006,2,Thursday,en,5.9355,6.149,4465,25000000,118890272,39923487.103174604,189860569.63539684,92,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Dump_Months,1,0,0,0,1,171.5891300453955,0.0
12096,The Pink Panther,2006,2,Friday,en,4.859,5.852,2067,65000000,158851357,103801066.46825396,253676004.1004514,93,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Dump_Months,1,0,0,0,1,255.25972327245648,175.9574461512477
10073,Date Movie,2006,2,Friday,en,5.1303,4.278,1032,20000000,85749034,31938789.682539683,136936018.12034723,83,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Dump_Months,1,0,0,0,0,0.0,0.0
9036,Eight Below,2006,2,Friday,en,3.4395,7.035,1794,40000000,120453565,63877579.365079366,192357053.95235616,120,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Dump_Months,1,0,0,0,0,0.0,73.16946925654709
9959,Freedomland,2006,2,Friday,en,4.4736,5.234,355,37665000,14655628,60148725.66964286,23404151.017876983,113,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Dump_Months,1,0,0,0,0,0.0,230.33778113983038
13197,10th & Wolf,2006,2,Sunday,en,4.6007,5.896,111,8000000,143451,12775515.873015871,229082.5659375,107,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,Dump_Months,1,0,0,0,0,0.0,0.0
752,V for Vendetta,2006,2,Thursday,en,9.4779,7.897,15321,54000000,134686457,86234732.14285715,215086121.16047123,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Dump_Months,1,0,0,0,0,0.0,0.0
186,Lucky Number Slevin,2006,2,Friday,en,4.1609,7.476,4360,27000000,56300000,43117366.071428575,89907692.95634921,110,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,Dump_Months,1,0,0,0,0,0.0,314.4709611061152
16781,Madea's Family Reunion,2006,2,Friday,en,3.1428,6.4,214,6000000,63368939,9581636.904761905,101196360.75633432,109,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Dump_Months,1,0,0,0,1,0.0,0.0
2207,16 Blocks,2006,3,Wednesday,en,3.8285,6.4,2049,55000000,65664721,87831671.62698413,104862585.67908236,105,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Spring_Fall,0,0,1,0,0,76.87397471472282,222.42902008108172
14191,Aquamarine,2006,3,Friday,en,5.4556,6.5,1559,12000000,23006849,19163273.80952381,36740545.57344742,103,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,Spring_Fall,0,0,1,0,0,0.0,0.0
9792,The Hills Have Eyes,2006,3,Friday,en,7.0853,6.454,3269,15000000,69623713,23954092.26190476,111184856.3212252,107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Spring_Fall,0,0,1,0,1,11.008977360836957,0.0
9389,Renaissance,2006,3,Thursday,fr,3.7196,6.532,278,18000000,1831348,28744910.71428572,2924551.930376984,105,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spring_Fall,0,0,1,0,0,0.0,0.0
388,Inside Man,2006,3,Friday,en,6.1675,7.399,6212,45000000,186003591,71862276.78571428,297036478.6573065,129,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Spring_Fall,0,0,1,0,1,23.717005918779854,189.68215846642656
9655,She's the Man,2006,3,Friday,en,5.6572,6.813,3230,20000000,57194667,31938789.682539683,91336422.01379465,105,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Spring_Fall,0,0,1,0,0,0.0,88.70929402173913
582,The Lives of Others,2006,3,Thursday,de,3.3127,8.038,4011,2000000,77672685,3193878.9682539683,124038577.51465774,137,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Spring_Fall,0,0,1,0,0,0.0,0.0
3093,Basic Instinct 2,2006,3,Wednesday,en,3.7203,4.979,820,70000000,38629478,111785763.8888889,61688938.66941469,114,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Spring_Fall,0,0,1,0,1,0.0,0.0
950,Ice Age: The Meltdown,2006,3,Wednesday,en,7.4558,6.716,10208,80000000,660998756,127755158.73015872,1055575012.4152182,91,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Spring_Fall,0,0,1,0,1,0.0,685.8641030308394
9035,Slither,2006,3,Friday,en,3.6698,6.538,1673,15000000,12834936,23954092.26190476,20496616.07464286,96,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Spring_Fall,0,0,1,0,0,0.0,64.07451023324116
9904,The Wild,2006,4,Thursday,en,3.3546,5.546,1113,80000000,102338515,127755158.73015872,163428415.35042164,82,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Spring_Fall,0,0,1,0,0,0.0,0.0
15255,Undisputed II: Last Man Standing,2006,4,Tuesday,en,5.5915,7.355,888,8000000,71000000,12775515.873015871,113382703.37301588,93,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Spring_Fall,0,0,1,0,1,0.0,0.0
4257,Scary Movie 4,2006,4,Wednesday,en,4.5319,5.485,3484,40000000,178710620,63877579.365079366,285390045.3108135,83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring_Fall,0,0,1,0,1,386.1097690251685,387.539038411222
588,Silent Hill,2006,4,Friday,en,14.124,6.617,4720,50000000,100605135,79846974.20634921,160660312.3874256,125,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Spring_Fall,0,0,1,0,1,128.70448560135517,0.0
956,Mission: Impossible III,2006,4,Tuesday,en,6.2295,6.759,7478,150000000,398479497,239540922.6190476,636347642.3743601,126,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Spring_Fall,0,0,1,0,1,0.0,700.4425432266105
9530,RV,2006,4,Friday,en,5.5395,5.9,1764,50000000,87528173,79846974.20634921,139777195.43719742,99,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Spring_Fall,0,0,1,0,0,796.5991663401,0.0
503,Poseidon,2006,5,Wednesday,en,4.7954,5.9,2254,160000000,181700000,255510317.46031743,290163904.265873,98,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Summer_Blockbuster,0,0,0,1,0,731.1527351298191,126.82039154249358
10025,Just My Luck,2006,5,Friday,en,5.368,6.165,1988,28000000,38159905,44714305.55555556,60939059.00503472,103,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,Summer_Blockbuster,0,0,0,1,0,353.4613017992854,246.95511880610147
7518,Over the Hedge,2006,5,Wednesday,en,5.9897,6.585,4738,80000000,343397247,127755158.73015872,548384622.4748065,84,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,0,0.0,205.63381516651037
591,The Da Vinci Code,2006,5,Wednesday,en,7.8215,6.727,9894,125000000,760006945,199617435.515873,1213685098.6812253,149,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Summer_Blockbuster,0,0,0,1,1,611.1927832408123,510.9521078694658
10007,See No Evil,2006,5,Friday,en,3.6162,5.462,691,8000000,18700000,12775515.873015871,29862768.353174604,84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Summer_Blockbuster,0,0,0,1,1,0.0,0.0
1887,Marie Antoinette,2006,5,Wednesday,en,4.2078,6.701,2904,40000000,60917189,63877579.365079366,97281064.376126,123,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,0,114.4704513590782,73.1133639183646
9767,The Break-Up,2006,6,Thursday,en,3.5152,5.902,2783,52000000,205700000,83040853.17460318,328490451.88492066,106,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Summer_Blockbuster,0,0,0,1,0,169.10407370526713,0.0
920,Cars,2006,6,Thursday,en,10.257,7.021,14881,120000000,461983149,191632738.0952381,737759131.6394197,117,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,1,0.0,321.1866769437977
9513,Garfield: A Tail of Two Kitties,2006,6,Thursday,en,4.0386,5.6,2321,60000000,141700000,95816369.04761904,226286324.90079364,86,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,1,0.0,223.8911238220325
2044,The Lake House,2006,6,Friday,en,3.9366,7.026,2925,40000000,114830111,63877579.365079366,183376738.22258437,99,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,Summer_Blockbuster,0,0,0,1,0,0.0,458.1064246720313
9353,Nacho Libre,2006,6,Friday,en,4.1293,6.5,1799,35000000,99255460,55892881.94444445,158504963.08918652,92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,0,78.59925093949708,242.91481921013553
62652,Bamako,2006,6,Wednesday,bm,3.1999,6.9,40,2000000,111000,3193878.9682539683,177260.28273809524,115,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,0,0.0,0.0
9339,Click,2006,6,Friday,en,6.156,6.3,7429,82500000,240685326,131747507.4404762,384359900.339375,107,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,0,123.0147696822922,242.1010782639114
1452,Superman Returns,2006,6,Wednesday,en,5.6915,5.797,4468,223000000,391081192,356117504.9603175,624532997.004246,154,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Summer_Blockbuster,0,0,0,1,0,0.0,0.0
350,The Devil Wears Prada,2006,6,Thursday,en,12.5684,7.39,12775,35000000,326706115,55892881.94444445,521729894.7492312,109,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,1,0.0,0.0
9297,Monster House,2006,6,Friday,en,6.0247,6.706,4251,75000000,140175006,119770461.3095238,223851001.7691369,91,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,0,0.0,0.0
58,Pirates of the Caribbean: Dead Man's Chest,2006,7,Thursday,en,13.6695,7.374,16890,200000000,1066179747,319387896.82539684,1702624535.1608186,151,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,1,796.146604859095,378.7370829426115
3509,A Scanner Darkly,2006,7,Friday,en,3.0492,6.798,1891,8700000,7659918,13893373.511904765,12232425.499375,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Summer_Blockbuster,0,0,0,1,0,87.47192867226259,418.85932660782464
773,Little Miss Sunshine,2006,7,Wednesday,en,4.3389,7.7,7668,8000000,100523351,12775515.873015871,160529708.28865576,102,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,0,0.0,0.0
1255,The Host,2006,7,Thursday,ko,5.1775,6.975,3047,11000000,88489643,17566334.325396825,141312604.843001,120,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,Summer_Blockbuster,0,0,0,1,0,45.491945652173925,24.495217635956333
82,Miami Vice,2006,7,Thursday,en,4.113,6.021,1914,135000000,163800000,215586830.35714287,261578687.5,132,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Summer_Blockbuster,0,0,0,1,0,267.49349992744317,228.1558192010196
512,Scoop,2006,7,Thursday,en,5.0823,6.592,1710,4000000,39220946,6387757.936507937,62633477.272212304,96,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,0,141.17135600925752,0.0
9906,The Ant Bully,2006,7,Friday,en,3.4771,5.774,1446,50000000,55200000,79846974.20634921,88151059.52380952,89,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,0,0.0,0.0
37933,Tales from Earthsea,2006,7,Saturday,ja,3.3497,6.53,1448,22000000,68625104,35132668.65079365,109590138.17992064,115,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Summer_Blockbuster,0,0,0,1,0,0.0,0.0
9907,Barnyard,2006,8,Friday,en,6.0071,5.9,1155,51000000,116755080,81443913.6904762,186450797.22440475,90,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Dump_Months,1,0,0,0,0,0.0,0.0
14113,Zoom,2006,8,Friday,en,5.8108,5.3,629,75600000,12506188,120728625.0,19971625.41311508,88,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Dump_Months,1,0,0,0,0,342.2242159872948,309.31287546284045
9762,Step Up,2006,8,Friday,en,4.5458,6.873,3847,12000000,114197742,19163273.80952381,182366883.19794643,104,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,Dump_Months,1,0,0,0,1,0.0,0.0
326,Snakes on a Plane,2006,8,Thursday,en,4.4108,5.485,1928,33000000,62022014,52699002.97619048,99045403.0416766,105,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Dump_Months,1,0,0,0,0,159.11880376982063,178.60437360934205
1491,The Illusionist,2006,8,Friday,en,3.4846,7.295,5215,16500000,87892388,26349501.48809524,140358824.75140873,110,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,Dump_Months,1,0,0,0,0,0.0,42.828002128210116
9788,Accepted,2006,8,Friday,en,3.317,6.44,1723,23000000,38505009,36729608.13492064,61490169.20876488,93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dump_Months,1,0,0,0,0,0.0,0.0
9988,Beerfest,2006,8,Friday,en,4.5968,5.855,589,17500000,19179969,27946440.972222224,30629249.80043155,110,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dump_Months,1,0,0,0,0,42.14203511738565,0.0
9072,Little Man,2006,8,Thursday,en,4.9616,5.935,1859,64000000,101600000,102204126.984127,162249051.58730158,98,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Dump_Months,1,0,0,0,0,323.08803776034085,0.0
1948,Crank,2006,8,Thursday,en,6.4492,6.652,4104,12000000,42900000,19163273.80952381,68508703.86904763,88,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Dump_Months,1,0,0,0,1,0.0,98.29928292642104
7512,Idiocracy,2006,9,Friday,en,9.6533,6.367,3418,30000000,495303,47908184.52380952,790968.9173065476,84,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Dump_Months,1,0,0,0,0,0.0,152.3980179347826
13495,Captain Alatriste: The Spanish Musketeer,2006,9,Friday,es,3.9164,5.9,246,24000000,23321954,38326547.61904762,37243749.189593256,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dump_Months,1,0,0,0,0,0.0,142.79221356771933
9053,DOA: Dead or Alive,2006,9,Thursday,en,3.204,5.255,894,21000000,7600000,33535729.166666668,12136740.07936508,87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Dump_Months,1,0,0,0,0,78.5619660922735,0.0
14784,The Fall,2006,9,Saturday,en,4.4834,7.619,1478,30000000,3984390,47908184.52380952,6362829.711160715,117,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Dump_Months,1,0,0,0,0,194.7284817825145,0.0
1427,Perfume: The Story of a Murderer,2006,9,Wednesday,en,6.4725,7.365,4897,63700000,135039924,101725045.1388889,215650586.56910717,147,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,Dump_Months,1,0,0,0,0,7.607513089999999,0.0
14137,Beer League,2006,9,Friday,en,4.5607,5.1,69,2800000,472000,4471430.555555556,753755.4365079366,86,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dump_Months,1,0,0,0,0,0.0,0.0
9693,Children of Men,2006,9,Friday,en,7.7615,7.611,7674,76000000,70595464,121367400.7936508,112736683.86186507,109,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Dump_Months,1,0,0,0,0,703.5735242133128,346.9414853687189
7484,Open Season,2006,9,Wednesday,en,5.4828,6.2,2933,85000000,197300000,135739856.15079364,315076160.218254,86,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Dump_Months,1,0,0,0,1,0.0,272.563389024365
4643,The Guardian,2006,9,Thursday,en,3.421,7.134,1627,10000000,94973540,15969394.84126984,151666995.9733135,139,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dump_Months,1,0,0,0,0,124.93938223553803,106.56588305152756
4977,Paprika,2006,10,Sunday,ja,6.3428,7.813,2766,2600000,946590,4152042.658730159,1511646.9462797618,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Spring_Fall,0,0,1,0,0,0.0,0.0
1378,Shortbus,2006,10,Wednesday,en,3.9541,6.3,560,2000000,5557564,3193878.9682539683,8875093.387162698,101,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Spring_Fall,0,0,1,0,0,0.0,0.0
1422,The Departed,2006,10,Wednesday,en,12.67,8.159,15899,90000000,291465000,143724553.57142857,465451966.74107146,151,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Spring_Fall,0,0,1,0,0,355.50624523340025,402.61784937530217
10781,The Texas Chainsaw Massacre: The Beginning,2006,10,Thursday,en,4.6061,6.157,1907,16000000,50517763,25551031.746031743,80673810.38446924,91,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Spring_Fall,0,0,1,0,1,0.0,0.0
1440,Little Children,2006,10,Friday,en,3.3398,7.063,1113,26000000,14821658,41520426.58730159,23669290.88042659,137,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Spring_Fall,0,0,1,0,0,0.0,29.36562445329757
1417,Pan's Labyrinth,2006,10,Wednesday,es,9.4582,7.758,11267,19000000,83258226,30341850.198412698,132958348.47776784,118,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,Spring_Fall,0,0,1,0,0,223.33524114417799,0.0
1124,The Prestige,2006,10,Tuesday,en,12.2647,8.206,17224,40000000,109676311,63877579.365079366,175146431.50929067,130,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,Spring_Fall,0,0,1,0,0,298.41806760344434,511.7299749810746
3683,Flags of Our Fathers,2006,10,Thursday,en,3.0471,6.858,1974,90000000,65900249,143724553.57142857,105238709.6418998,135,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,Spring_Fall,0,0,1,0,1,294.9241329070118,0.0
11619,Flushed Away,2006,10,Sunday,en,6.093,6.31,4027,149000000,178120010,237943983.13492063,284446876.88209325,84,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Spring_Fall,0,0,1,0,0,0.0,343.43820324518265
214,Saw III,2006,10,Thursday,en,5.5306,6.419,4848,10000000,164874275,15969394.84126984,263294239.6643105,108,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Spring_Fall,0,0,1,0,1,252.0899294198617,214.70773883143693
1164,Babel,2006,10,Thursday,en,5.1244,7.168,3997,25000000,135330835,39923487.103174604,216115153.831374,143,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Spring_Fall,0,0,1,0,0,72.41010562494925,597.4424711776644
496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,11,Wednesday,en,3.1027,6.784,5832,18000000,262552893,28744910.71428572,419281081.50346726,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holiday_Season,0,1,0,0,1,0.0,0.0
13767,The Santa Clause 3: The Escape Clause,2006,11,Thursday,en,3.3877,5.576,1153,12000000,84500122,19163273.80952381,134941581.2353472,92,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Holiday_Season,0,1,0,0,1,309.31287546284045,164.64225043797776
18276,Hoot,2006,11,Friday,en,3.2434,5.7,131,15000000,8200000,23954092.26190476,13094903.76984127,91,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Holiday_Season,0,1,0,0,0,0.0,76.59449342604456
9828,Unknown,2006,11,Friday,en,3.0844,6.241,450,3700000,3419456,5908676.091269841,5460664.300634921,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Holiday_Season,0,1,0,0,0,0.0,587.3289863306884
36557,Casino Royale,2006,11,Tuesday,en,12.6506,7.569,11444,150000000,599045960,239540922.6190476,956640146.330754,144,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Holiday_Season,0,1,0,0,1,318.97120208602246,20.281215987294864
9836,Happy Feet,2006,11,Thursday,en,5.3408,6.22,5380,100000000,384335608,159693948.41269842,613760707.5711508,108,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Holiday_Season,0,1,0,0,1,0.0,1733.1291990791053
1381,The Fountain,2006,11,Wednesday,en,3.476,6.905,3015,35000000,15304890,55892881.94444445,24440983.14122024,96,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Holiday_Season,0,1,0,0,0,13.816454935214866,323.77442779081946
7551,Déjà Vu,2006,11,Wednesday,en,6.2538,6.9,5160,75000000,180557550,119770461.3095238,288339480.75223213,126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Holiday_Season,0,1,0,0,0,241.0574309183784,207.57454516490654
9796,Turistas,2006,12,Friday,en,4.6767,5.5,872,10000000,14652825,15969394.84126984,23399674.796502978,93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Holiday_Season,0,1,0,0,0,53.39882988645132,0.0
13967,Miss Potter,2006,12,Sunday,en,3.6582,6.631,535,30000000,35078241,47908184.52380952,56017828.08662202,92,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,Holiday_Season,0,1,0,0,0,0.0,530.7531136942886
1581,The Holiday,2006,12,Tuesday,en,6.2039,7.1,5541,85000000,205233866,135739856.15079364,327746064.0954266,136,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Holiday_Season,0,1,0,0,0,699.4127543554007,473.622908153337
1730,Inland Empire,2006,12,Wednesday,en,3.8422,7.0,1229,15000000,4304157,23954092.26190476,6873478.259181548,180,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,Holiday_Season,0,1,0,0,0,36.88435326255223,0.0
9986,Charlotte's Web,2006,12,Thursday,en,3.4048,6.2,1434,85000000,148964660,135739856.15079364,237887547.2935516,97,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Holiday_Season,0,1,0,0,0,164.39394326772896,0.0
1579,Apocalypto,2006,12,Thursday,en,11.7169,7.595,6095,40000000,120654337,63877579.365079366,192677674.6864633,138,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Holiday_Season,0,1,0,0,0,1039.7335260895925,0.0
1372,Blood Diamond,2006,12,Friday,en,6.313,7.554,8158,100000000,171700000,159693948.41269842,274194509.4246032,143,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Holiday_Season,0,1,0,0,0,799.2584913043478,415.18467284845605
1251,Letters from Iwo Jima,2006,12,Saturday,en,3.5612,7.479,2218,19000000,68673228,30341850.198412698,109666989.29565476,141,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Holiday_Season,0,1,0,0,1,247.50277709073382,0.0
7516,Smokin' Aces,2006,12,Saturday,en,3.9493,6.481,1783,17000000,57103895,27147971.23015873,91191464.62294146,109,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Holiday_Season,0,1,0,0,1,22.60892946315175,103.9795602064439
9992,Arthur and the Invisibles,2006,12,Wednesday,fr,3.6533,6.385,2998,86000000,108605609,137336795.63492063,173436585.20975694,94,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Holiday_Season,0,1,0,0,1,0.0,0.0
2486,Eragon,2006,12,Thursday,en,3.5234,5.127,3405,100000000,250425512,159693948.41269842,399914387.9455159,104,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Holiday_Season,0,1,0,0,0,0.0,0.0
1402,The Pursuit of Happyness,2006,12,Thursday,en,9.3992,7.885,10417,55000000,307077295,87831671.62698413,490383857.0644097,117,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Holiday_Season,0,1,0,0,0,0.0,497.4953109122324
1593,Night at the Museum,2006,12,Wednesday,en,9.637,6.595,10780,110000000,574480841,175663343.25396827,917411137.867376,108,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Holiday_Season,0,1,0,0,1,254.73181688178815,471.0701562274284
1246,Rocky Balboa,2006,12,Wednesday,en,6.2824,6.9,3726,24000000,155929020,38326547.61904762,249009208.7592262,102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Holiday_Season,0,1,0,0,1,0.0,0.0
1125,Dreamgirls,2006,12,Monday,en,5.5911,6.712,1065,70000000,154937680,111785763.8888889,247426098.7710317,130,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Holiday_Season,0,1,0,0,0,0.0,120.75265053792694
7874,Black Snake Moan,2006,12,Sunday,en,3.3652,6.853,931,15000000,10900000,23954092.26190476,17406640.376984127,116,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Holiday_Season,0,1,0,0,0,0.0,0.0
